id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,plane-of-section,specimen-id,fold-change,target-sum,contrast-sum,num-target-samples,num-contrast-samples
2483,RP_040604_02_A06,18533,Pkig,"protein kinase inhibitor, gamma",18769,2,coronal,n/a,0.926,2164.783,3208.893,188,258
1860,RP_040526_02_E02,20735,Syngr3,synaptogyrin 3,20974,17,coronal,n/a,0.926,1260.966,1565.381,188,216
72119628,RP_051017_04_B01,11337,Adra1d,"adrenergic receptor, alpha 1d",11550,2,coronal,n/a,0.925,601.726,892.574,188,258
179,RP_Baylor_102652,12098,Calm1,calmodulin 1,12313,12,coronal,n/a,0.924,3798.747,5639.065,188,258
72108825,RP_050705_02_H01,16275,Kcnc1,"potassium voltage gated channel, Shaw-related subfamily, member 1",16502,7,coronal,n/a,0.924,1538.510,2347.031,183,258
655120,RP_040922_01_A09,11629,Arf3,ADP-ribosylation factor 3,11842,15,coronal,n/a,0.924,4233.313,6288.639,188,258
74988285,RP_060315_05_C09,86417,Ascl5-ps,"achaete-scute complex homolog 5 (Drosophila), pseudogene",226439,1,coronal,n/a,0.923,440.180,266.104,156,87
356082,RP_040617_01_G03,12246,Cct2,"chaperonin containing Tcp1, subunit 2 (beta)",12461,10,coronal,n/a,0.922,3566.530,5305.920,188,258
1274,RP_Baylor_102998,19180,Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,9,coronal,n/a,0.922,1817.410,2703.924,188,258
357092,RP_040617_02_A04,83858,Hectd1,HECT domain containing 1,207304,12,coronal,n/a,0.922,851.370,1267.135,188,258
69120620,RP_050330_01_B07,17900,Nov,nephroblastoma overexpressed gene,18133,15,coronal,n/a,0.922,2063.993,3072.651,188,258
70927812,RP_050725_01_A06,84795,Fam5c,"family with sequence similarity 5, member C",215378,1,coronal,n/a,0.922,349.261,519.944,188,258
74882810,RP_060315_04_H02,42323,Rpl15,ribosomal protein L15,66480,14,coronal,n/a,0.919,2534.107,3782.148,188,258
79591595,RP_071204_04_D07,16500,L1cam,L1 cell adhesion molecule,16728,X,coronal,n/a,0.919,816.749,1219.414,188,258
788,RP_Baylor_253958,84911,Pdxk,"pyridoxal (pyridoxine, vitamin B6) kinase",216134,10,coronal,n/a,0.919,323.950,483.673,188,258
75081210,RP_060412_01_A03,48802,Slc17a7,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7",72961,7,coronal,n/a,0.919,4712.226,7038.395,188,258
77280540,RP_070116_01_F07,11301,Adcy8,adenylate cyclase 8,11514,15,coronal,n/a,0.918,311.880,446.635,181,238
74988572,RP_060315_05_F02,45923,Lysmd2,"LysM, putative peptidoglycan-binding, domain containing 2",70082,9,coronal,n/a,0.918,664.617,831.712,188,216
70231308,RP_050303_01_E04,20278,Slc20a2,"solute carrier family 20, member 2",20516,8,coronal,n/a,0.917,372.590,563.567,186,258
70562124,RP_050331_03_H02,120252,Rxfp1,relaxin/insulin-like family peptide receptor 1,381489,3,coronal,n/a,0.917,236.298,353.616,188,258
74641313,RP_051121_02_H01,143144,Gpr17,G protein-coupled receptor 17,574402,18,coronal,n/a,0.917,374.925,561.158,188,258
69153759,RP_050330_01_A03,40644,Nrgn,neurogranin,64011,9,coronal,n/a,0.916,6011.154,9004.142,188,258
70744514,RP_050725_02_B07,71026,Abhd3,abhydrolase domain containing 3,106861,18,coronal,n/a,0.916,313.498,469.630,188,258
73907499,RP_051214_03_A05,88952,Grin3a,"glutamate receptor ionotropic, NMDA3A",242443,4,coronal,n/a,0.916,451.507,676.418,188,258
112205643,RP_110421_01_C03,12296,Cd6,CD6 antigen,12511,19,coronal,n/a,0.916,408.811,579.173,131,170
74272037,RP_060202_01_A04,17523,Mtap2,microtubule-associated protein 2,17756,1,coronal,n/a,0.916,3784.589,4346.035,175,184
1786,RP_040526_02_H04,11856,Ngfrap1,nerve growth factor receptor (TNFRSF16) associated protein 1,12070,X,coronal,n/a,0.915,1812.641,3361.380,152,258
73636031,RP_050816_03_D06,12979,Ddn,dendrin,13199,15,coronal,n/a,0.915,558.766,912.138,156,233
75077171,RP_060412_02_E02,26760,Polk,"polymerase (DNA directed), kappa",27015,13,coronal,n/a,0.913,651.559,978.991,188,258
932,RP_Baylor_253967,20001,Atxn1,ataxin 1,20238,13,coronal,n/a,0.913,551.534,1065.015,131,231
71836880,RP_051017_02_E10,12947,Dbi,diazepam binding inhibitor,13167,1,coronal,n/a,0.913,648.561,1264.399,145,258
925,RP_Baylor_103264,43585,Samsn1,"SAM domain, SH3 domain and nuclear localization signals, 1",67742,16,coronal,n/a,0.912,744.702,1121.132,188,258
2647,RP_040407_02_B10,20686,Supt5h,suppressor of Ty 5 homolog (S. cerevisiae),20924,7,coronal,n/a,0.912,1950.054,2935.842,188,258
77280341,RP_070116_01_B11,13843,F3,coagulation factor III,14066,3,coronal,n/a,0.910,318.597,478.452,188,257
1383,RP_Baylor_102909,17156,Mmp15,matrix metallopeptidase 15,17388,8,coronal,n/a,0.910,1083.554,1634.543,188,258
75774106,RP_060530_01_B02,42793,Tmem206,transmembrane protein 206,66950,1,coronal,n/a,0.909,318.641,417.337,168,200
476,RP_Baylor_253976,87401,Slc6a1,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",232333,6,coronal,n/a,0.909,442.006,667.412,188,258
73992946,RP_051214_03_D10,106252,Snhg11,small nucleolar RNA host gene 11,319317,2,coronal,n/a,0.909,3015.670,4555.329,188,258
71247671,RP_050407_01_D03,79950,Ankrd6,ankyrin repeat domain 6,140577,4,coronal,n/a,0.908,404.549,624.617,152,213
70743888,RP_050725_01_H12,43141,Gprasp1,G protein-coupled receptor associated sorting protein 1,67298,X,coronal,n/a,0.907,4491.452,6979.326,183,258
2517,RP_040420_01_F04,19147,Ran,"RAN, member RAS oncogene family",19384,5,coronal,n/a,0.907,2376.243,3596.527,188,258
70613977,RP_050725_01_C08,12896,Cyp46a1,"cytochrome P450, family 46, subfamily a, polypeptide 1",13116,12,coronal,n/a,0.907,3907.215,5914.311,188,258
72283789,RP_051027_01_A01,21603,Tiam1,T cell lymphoma invasion and metastasis 1,21844,16,coronal,n/a,0.907,1383.815,1745.655,188,215
75144622,RP_051212_02_A01,150281,F630102L10Rik*,RIKEN cDNA F630102L10 gene (non-RefSeq),0,n/a,coronal,n/a,0.906,247.871,311.481,188,214
1098,RP_Baylor_103102,22105,Slc32a1,"solute carrier family 32 (GABA vesicular transporter), member 1",22348,2,coronal,n/a,0.906,445.622,675.156,188,258
76085749,RP_060620_02_A09,53469,Sphkap,"SPHK1 interactor, AKAP domain containing",77629,1,coronal,n/a,0.905,2242.848,3400.586,188,258
72081554,RP_051017_01_D07,22105,Slc32a1,"solute carrier family 32 (GABA vesicular transporter), member 1",22348,2,coronal,n/a,0.905,1613.635,2446.732,188,258
70301276,RP_050309_02_C11,19875,Rps6ka2,"ribosomal protein S6 kinase, polypeptide 2",20112,17,coronal,n/a,0.903,832.344,1264.658,188,258
67881545,RP_041018_01_E02,19490,Rfxank,regulatory factor X-associated ankyrin-containing protein,19727,8,coronal,n/a,0.903,631.009,958.954,188,258
2031,RP_Baylor_102630,11571,Apba2,"amyloid beta (A4) precursor protein-binding, family A, member 2",11784,7,coronal,n/a,0.903,3074.332,4673.040,188,258
2547,RP_Baylor_103243,42023,Leprel4,leprecan-like 4,66180,11,coronal,n/a,0.903,1769.055,2689.176,188,258
70613990,RP_050725_01_C12,47570,Rgs12,regulator of G-protein signaling 12,71729,5,coronal,n/a,0.903,1495.860,2274.008,188,258
71016653,RP_050725_03_B02,88708,Slc6a7,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7",240332,18,coronal,n/a,0.903,1132.463,1721.602,188,258
2043,RP_040407_02_E04,16571,Arhgef2,rho/rac guanine nucleotide exchange factor (GEF) 2,16800,3,coronal,n/a,0.903,2535.578,3854.854,188,258
67752309,RP_040922_01_D07,16953,Matr3,matrin 3,17184,18,coronal,n/a,0.902,4175.538,6351.402,188,258
75042266,RP_060412_02_D08,50046,Acsl3,acyl-CoA synthetase long-chain family member 3,74205,1,coronal,n/a,0.902,1935.791,3418.472,162,258
2131,RP_Baylor_103327,72224,Cstf2,"cleavage stimulation factor, 3' pre-RNA subunit 2",108062,X,coronal,n/a,0.901,1235.195,1881.118,188,258
70743886,RP_050725_01_H10,12438,Chgb,chromogranin B,12653,2,coronal,n/a,0.901,5319.500,8101.280,188,258
71064219,RP_050725_03_D08,88645,Dact2,"dapper homolog 2, antagonist of beta-catenin (xenopus)",240025,17,coronal,n/a,0.901,1019.859,1553.251,188,258
76115724,RP_060620_02_B03,85259,Tmem63c,transmembrane protein 63c,217733,12,coronal,n/a,0.900,380.796,580.633,188,258
2466,RP_040428_01_D05,18277,Pax9,paired box gene 9,18511,12,coronal,n/a,0.899,239.638,365.777,188,258
79591635,RP_071204_04_F06,13616,Epha4,Eph receptor A4,13838,1,coronal,n/a,0.899,2798.926,4274.382,188,258
70743868,RP_050725_01_G08,84789,Camk1g,calcium/calmodulin-dependent protein kinase I gamma,215303,1,coronal,n/a,0.898,762.357,1164.543,188,258
2159,RP_040324_01_B05,13255,Reep5,receptor accessory protein 5,13476,18,coronal,n/a,0.898,3295.051,5033.538,188,258
75773700,RP_060530_01_A06,20292,Slc31a2,"solute carrier family 31, member 2",20530,4,coronal,n/a,0.897,1975.811,3021.410,188,258
166,RP_Baylor_102648,12001,Bsg,basigin,12215,10,coronal,n/a,0.897,1716.320,2624.832,188,258
73512364,RP_050816_02_D10,92471,Kcnc2,"potassium voltage gated channel, Shaw-related subfamily, member 2",268345,10,coronal,n/a,0.897,789.339,1207.602,188,258
77414652,RP_070205_01_H10,40895,Itm2c,integral membrane protein 2C,64294,1,coronal,n/a,0.896,4891.306,7489.254,188,258
73817931,RP_051214_01_A02,32288,Tspyl2,TSPY-like 2,52808,X,coronal,n/a,0.896,2370.743,3631.105,188,258
70743906,RP_050725_02_A10,42348,Zmynd11,"zinc finger, MYND domain containing 11",66505,13,coronal,n/a,0.896,2685.230,4203.139,184,258
73615572,RP_050706_04_E09,130816,LOC434236,similar to ubiquitin specific protease 31; ubiquitin specific proteinase 31,434236,7,coronal,n/a,0.895,693.212,1073.955,186,258
75651166,RP_060518_01_C01,21950,Ube2e3,ubiquitin-conjugating enzyme E2E 3,22193,2,coronal,n/a,0.894,242.233,371.653,188,258
74658076,RP_060220_04_D01,35711,Dstn,destrin,56431,2,coronal,n/a,0.894,1969.971,3023.475,188,258
71016618,RP_050725_03_A08,86754,Btbd3,BTB (POZ) domain containing 3,228662,2,coronal,n/a,0.894,999.334,1534.138,188,258
74988460,RP_060315_05_E03,21628,Nkx2-1,NK2 homeobox 1,21869,12,coronal,n/a,0.894,3743.611,5063.995,177,214
2743,RP_Baylor_103341,79895,Zfp358,zinc finger protein 358,140482,8,coronal,n/a,0.893,344.767,585.708,170,258
1205,RP_040324_01_D01,42935,Gatm,glycine amidinotransferase (L-arginine:glycine amidinotransferase),67092,2,coronal,n/a,0.893,263.025,404.238,188,258
1631,RP_Baylor_103325,72162,Cenpf,centromere protein F,108000,1,coronal,n/a,0.892,4682.260,6027.606,188,216
1243,RP_040407_02_E08,85138,Nr1d1,"nuclear receptor subfamily 1, group D, member 1",217166,11,coronal,n/a,0.890,731.757,1127.755,188,258
71016617,RP_050725_03_A07,32937,Blcap,bladder cancer associated protein homolog (human),53619,2,coronal,n/a,0.890,531.952,819.985,188,258
75749384,RP_060518_01_B05,43759,Ppap2b,phosphatidic acid phosphatase type 2B,67916,4,coronal,n/a,0.890,1304.515,2011.062,188,258
67870466,RP_041018_01_D08,18408,Pfkm,"phosphofructokinase, muscle",18642,15,coronal,n/a,0.889,4272.975,6592.511,188,258
75988610,RP_060620_02_D11,88234,Ddx26b,DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B,236790,X,coronal,n/a,0.889,518.403,824.379,152,215
74641326,RP_060220_02_F03,12489,Cited1,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1,12705,X,coronal,n/a,0.889,389.917,601.828,188,258
684,RP_040315_01_21,26309,Ncdn,neurochondrin,26562,4,coronal,n/a,0.889,3843.461,5935.077,188,258
74988721,RP_060315_04_A11,44637,Ubr3,ubiquitin protein ligase E3 component n-recognin 3,68795,2,coronal,n/a,0.888,1629.324,2517.121,188,258
73817426,RP_051101_01_A01,88854,Zfp804a,zinc finger protein 804A,241514,2,coronal,n/a,0.888,207.260,320.348,188,258
2153,RP_040604_02_B11,35988,Dnajb12,"DnaJ (Hsp40) homolog, subfamily B, member 12",56709,10,coronal,n/a,0.888,3655.174,5651.220,188,258
972,RP_Baylor_102959,18440,Slc25a3,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",18674,10,coronal,n/a,0.887,3118.142,4825.987,188,258
70301273,RP_050309_02_A02,85487,Hmbox1,homeobox containing 1,219150,14,coronal,n/a,0.887,908.916,1406.853,188,258
75749773,RP_060518_01_B03,62168,Deptor,DEP domain containing MTOR-interacting protein,97998,15,coronal,n/a,0.886,347.471,444.122,188,213
70634396,RP_050725_01_F09,16365,Fabp5,"fatty acid binding protein 5, epidermal",16592,3,coronal,n/a,0.886,1128.060,1746.548,188,258
2333,RP_040420_01_B07,16249,Jun,Jun oncogene,16476,4,coronal,n/a,0.886,3591.893,5566.391,188,258
2535,RP_040407_02_F02,35473,Rbm38,RNA binding motif protein 38,56190,2,coronal,n/a,0.885,1526.624,2418.903,184,258
483,RP_Baylor_102806,14231,Gas5,growth arrest specific 5,14455,1,coronal,n/a,0.885,411.589,638.311,188,258
74586666,RP_051214_01_B07,60608,Nkd1,naked cuticle 1 homolog (Drosophila),93960,8,coronal,n/a,0.884,206.280,265.710,188,214
74047908,RP_051214_02_C05,21529,Ppp2r5d,"protein phosphatase 2, regulatory subunit B (B56), delta isoform",21770,17,coronal,n/a,0.883,1203.113,1869.156,188,258
73992945,RP_051214_03_D09,119994,Dgkh,"diacylglycerol kinase, eta",380921,14,coronal,n/a,0.883,1440.744,2240.271,188,258
73512203,RP_050713_01_F02,13786,Etv1,ets variant gene 1,14009,12,coronal,n/a,0.882,458.740,713.469,188,258
247974,RP_040604_02_D01,87503,Zscan22,zinc finger and SCAN domain containing 22,232878,7,coronal,n/a,0.882,3043.703,5206.973,171,258
720,RP_Baylor_102760,13643,Nr2f1,"nuclear receptor subfamily 2, group F, member 1",13865,13,coronal,n/a,0.882,1528.971,1621.349,185,173
1158,RP_Baylor_253881,27824,Atp5o,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",28080,16,coronal,n/a,0.882,1851.908,2882.145,188,258
73931635,RP_051214_04_B03,129841,Acsl5,acyl-CoA synthetase long-chain family member 5,433256,19,coronal,n/a,0.882,5976.227,8484.038,175,219
2663,RP_Baylor_103335,74370,Tmbim6,transmembrane BAX inhibitor motif containing 6,110213,15,coronal,n/a,0.881,1573.106,2449.562,188,258
2173,RP_040507_01_G01,29986,E2f6,E2F transcription factor 6,50496,12,coronal,n/a,0.881,2538.990,3954.020,188,258
1673,RP_040526_02_H01,54496,Brd8,bromodomain containing 8,78656,18,coronal,n/a,0.881,2302.591,2961.633,188,213
72340123,RP_051101_02_A04,15344,Elavl2,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)",15569,4,coronal,n/a,0.881,1361.059,2120.983,188,258
77413684,RP_070205_01_C09,20359,Smpd1,"sphingomyelin phosphodiesterase 1, acid lysosomal",20597,7,coronal,n/a,0.881,934.361,1619.971,169,258
74957912,RP_060315_05_A09,22090,Vdac1,voltage-dependent anion channel 1,22333,11,coronal,n/a,0.880,3322.762,5179.438,188,258
73931420,RP_051214_04_E12,108643,LOC329302,similar to CDC42-binding protein kinase alpha; mytonic dystrophy kinase-related Cdc42-binding kinase,329302,19,coronal,n/a,0.880,1554.089,2422.662,188,258
75651167,RP_060518_01_C02,62852,Mfsd6,major facilitator superfamily domain containing 6,98682,1,coronal,n/a,0.880,1408.664,2114.345,162,214
71836806,RP_051017_02_A11,15675,Id2,inhibitor of DNA binding 2,15902,12,coronal,n/a,0.880,1679.129,3594.008,137,258
2599,RP_040428_01_C04,20290,Slc2a4,"solute carrier family 2 (facilitated glucose transporter), member 4",20528,11,coronal,n/a,0.880,200.008,312.036,188,258
79488913,RP_070129_01_A04,12582,Cnp,"2',3'-cyclic nucleotide 3' phosphodiesterase",12799,11,coronal,n/a,0.879,1098.165,1586.549,170,216
71924402,RP_050628_01_C07,14173,Gabra4,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4",14397,5,coronal,n/a,0.879,337.305,532.133,186,258
2545,RP_040420_01_H08,19993,Satb1,special AT-rich sequence binding protein 1,20230,17,coronal,n/a,0.878,2161.272,3376.237,188,258
70744323,RP_050725_02_B02,85214,Stxbp6,syntaxin binding protein 6 (amisyn),217517,12,coronal,n/a,0.878,1409.501,2203.791,188,258
76085743,RP_060530_01_F03,21740,Tpbg,trophoblast glycoprotein,21983,9,coronal,n/a,0.878,657.479,837.879,152,170
73769125,RP_051121_04_B01,29611,Clic4,chloride intracellular channel 4 (mitochondrial),29876,4,coronal,n/a,0.877,490.201,739.750,179,237
73907497,RP_051214_03_A03,12454,Chrm1,"cholinergic receptor, muscarinic 1, CNS",12669,19,coronal,n/a,0.877,2830.180,5551.936,150,258
1156,RP_Baylor_253877,16942,Ascl2,achaete-scute complex homolog 2 (Drosophila),17173,7,coronal,n/a,0.876,877.941,1374.633,188,258
73636009,RP_051101_03_D03,121010,Kctd16,potassium channel tetramerisation domain containing 16,383348,18,coronal,n/a,0.875,2825.101,4428.595,188,258
75774668,RP_060530_01_C05,51528,Fam65a,"family with sequence similarity 65, member A",75687,8,coronal,n/a,0.875,1667.628,2934.611,161,248
79591687,RP_071204_04_H02,106909,Auts2,autism susceptibility candidate 2,319974,5,coronal,n/a,0.875,1957.100,2295.734,188,193
73520964,RP_051017_04_E04,78702,Baalc,"brain and acute leukemia, cytoplasmic",118452,15,coronal,n/a,0.875,551.536,864.935,188,258
74363351,RP_051019_03_C08,37265,Pvrl1,poliovirus receptor-related 1,58235,9,coronal,n/a,0.875,1296.726,1702.760,188,216
71249744,RP_050419_01_C07,50362,Ppp4r4,"protein phosphatase 4, regulatory subunit 4",74521,12,coronal,n/a,0.875,158.966,312.538,150,258
71717640,RP_050713_02_B11,12092,Calb1,calbindin 1,12307,4,coronal,n/a,0.875,1194.678,1874.524,188,258
1764,RP_040526_02_F02,88734,Kcnv2,"potassium channel, subfamily V, member 2",240595,19,coronal,n/a,0.875,1256.805,1972.184,188,258
74425521,RP_051214_02_E07,120380,LOC381765,uncharacterized LOC381765,381765,6,coronal,n/a,0.874,478.709,492.222,188,169
71358627,RP_050725_03_F05,48526,Dnajc6,"DnaJ (Hsp40) homolog, subfamily C, member 6",72685,4,coronal,n/a,0.874,3906.179,6131.731,188,258
2245,RP_040420_01_B03,35766,Gabarap,gamma-aminobutyric acid receptor associated protein,56486,11,coronal,n/a,0.874,2960.429,4648.919,188,258
293468,RP_040604_02_G05,42219,LOC66376,uncharacterized LOC66376,66376,2,coronal,n/a,0.874,2972.730,5015.577,175,258
2591,RP_040507_01_D05,11527,Slc25a5,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5",11740,X,coronal,n/a,0.873,1447.879,2274.945,188,258
75146001,RP_060220_02_B07,92175,Cdc42ep3,CDC42 effector protein (Rho GTPase binding) 3,260409,17,coronal,n/a,0.873,509.061,586.199,175,176
182,RP_Baylor_102653,12099,Calm2,calmodulin 2,12314,17,coronal,n/a,0.873,4329.514,6804.689,188,258
1924,RP_040507_02_E02,35684,Trip4,thyroid hormone receptor interactor 4,56404,9,coronal,n/a,0.873,338.301,531.724,188,258
89,RP_040324_01_E06,36051,Mllt11,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11",56772,3,coronal,n/a,0.873,2039.679,3206.140,188,258
73512367,RP_050818_02_G03,84431,Sprn,shadow of prion protein,212518,7,coronal,n/a,0.873,1951.956,2571.259,187,215
70301083,RP_050309_01_B05,17956,Nrxn1,neurexin I,18189,17,coronal,n/a,0.872,2888.017,4546.496,188,258
79583813,RP_071204_02_C11,43569,Fam114a2,"family with sequence similarity 114, member A2",67726,11,coronal,n/a,0.871,673.642,1176.937,155,236
840,RP_Baylor_102964,18514,Prkca,"protein kinase C, alpha",18750,11,coronal,n/a,0.871,291.730,459.619,188,258
74882831,RP_060315_04_H03,19696,Rpl21,ribosomal protein L21,19933,5,coronal,n/a,0.870,477.771,753.308,188,258
73931413,RP_051214_04_E05,18335,Pdcd4,programmed cell death 4,18569,19,coronal,n/a,0.870,1266.210,1694.672,188,219
73929597,RP_051214_03_G09,20264,Slc16a2,"solute carrier family 16 (monocarboxylic acid transporters), member 2",20502,X,coronal,n/a,0.870,420.094,662.613,188,258
79556654,RP_071204_01_A10,31598,Pvr,poliovirus receptor,52118,7,coronal,n/a,0.870,3897.677,6681.137,173,258
74881144,RP_060220_01_A02,37594,Chst12,carbohydrate sulfotransferase 12,59031,5,coronal,n/a,0.868,2808.740,4440.832,188,258
74357571,RP_050921_01_D09,19500,Rgs5,regulator of G-protein signaling 5,19737,1,coronal,n/a,0.868,182.668,382.420,142,258
75651228,RP_060518_01_D06,26205,Slc27a1,"solute carrier family 27 (fatty acid transporter), member 1",26457,8,coronal,n/a,0.867,1159.336,1835.623,188,258
667,RP_Baylor_102903,17029,Mef2c,myocyte enhancer factor 2C,17260,13,coronal,n/a,0.867,2226.648,3564.274,186,258
72081516,RP_051017_01_C11,33434,Spag5,sperm associated antigen 5,54141,11,coronal,n/a,0.865,819.251,1299.054,188,258
71836886,RP_051017_02_F04,87580,Dpy19l3,dpy-19-like 3 (C. elegans),233115,7,coronal,n/a,0.865,872.265,1383.678,188,258
79567811,RP_071204_02_A08,40979,Gpr88,G-protein coupled receptor 88,64378,3,coronal,n/a,0.865,1120.835,1797.269,186,258
75042248,RP_060412_02_C01,13227,Dok1,docking protein 1,13448,6,coronal,n/a,0.864,2601.457,4569.476,170,258
75077172,RP_060412_02_E03,89252,Tox3,TOX high mobility group box family member 3,244579,8,coronal,n/a,0.864,471.868,759.511,169,235
75749388,RP_060518_01_B06,14816,H2-T23,"histocompatibility 2, T region locus 23",15040,17,coronal,n/a,0.862,479.361,762.816,188,258
2739,RP_Baylor_103126,22384,Ywhae,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide",22627,11,coronal,n/a,0.862,1397.597,2224.041,188,258
71064082,RP_050725_03_D01,88013,Scn3b,"sodium channel, voltage-gated, type III, beta",235281,9,coronal,n/a,0.862,789.096,1256.113,188,258
75042242,RP_051219_02_C11,88990,Rims3,regulating synaptic membrane exocytosis 3,242662,4,coronal,n/a,0.862,3088.631,4918.516,188,258
1844,RP_040507_01_G08,69892,Slc38a1,"solute carrier family 38, member 1",105727,15,coronal,n/a,0.862,316.780,504.579,188,258
67870080,RP_041018_01_C04,62223,Gtf2f1,"general transcription factor IIF, polypeptide 1",98053,17,coronal,n/a,0.861,2132.657,3009.890,186,226
71249749,RP_050419_02_B03,84323,Ptchd1,patched domain containing 1,211612,X,coronal,n/a,0.861,249.264,397.358,188,258
70436744,RP_050310_02_G11,88897,Slc7a14,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 14",241919,3,coronal,n/a,0.861,669.692,1067.613,188,258
77869130,RP_070205_01_A10,88223,Usp11,ubiquitin specific peptidase 11,236733,X,coronal,n/a,0.860,942.947,1504.319,188,258
73925724,RP_051214_03_B11,84919,BC005764,cDNA sequence BC005764,216152,10,coronal,n/a,0.860,1039.392,1658.929,188,258
76115728,RP_060620_02_B07,14495,Got2,"glutamate oxaloacetate transaminase 2, mitochondrial",14719,8,coronal,n/a,0.860,3179.713,4741.590,188,241
74882216,RP_060315_04_E06,35315,Tmem131,transmembrane protein 131,56030,1,coronal,n/a,0.859,1236.731,2395.182,155,258
75749772,RP_060518_01_B02,52581,Efr3a,EFR3 homolog A (S. cerevisiae),76740,15,coronal,n/a,0.858,1169.743,1871.368,188,258
74581371,RP_051012_01_E12,130582,LOC434002,hypothetical gene supported by AK018238; AK046289,434002,6,coronal,n/a,0.857,4501.000,7204.978,188,258
79568047,RP_071204_02_B11,12113,Caml,calcium modulating ligand,12328,13,coronal,n/a,0.857,360.906,384.873,186,170
75043141,RP_060220_02_G01,26969,Tceb3,"transcription elongation factor B (SIII), polypeptide 3",27224,4,coronal,n/a,0.857,1044.032,1671.758,188,258
71924239,RP_050609_01_B04,84240,Unc5d,unc-5 homolog D (C. elegans),210801,8,coronal,n/a,0.856,716.239,948.229,188,213
71924008,RP_051017_02_H04,54421,Utp23,"UTP23, small subunit (SSU) processome component, homolog (yeast)",78581,15,coronal,n/a,0.856,1846.340,2215.097,188,193
73907503,RP_051214_03_A09,42764,Prpf38b,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B,66921,3,coronal,n/a,0.856,1676.648,2449.261,188,235
62,RP_Baylor_102620,11253,Actc1,"actin, alpha, cardiac muscle 1",11464,2,coronal,n/a,0.855,2266.495,5429.830,126,258
74882217,RP_060315_04_E07,32317,Tmx4,thioredoxin-related transmembrane protein 4,52837,2,coronal,n/a,0.855,1761.702,2828.977,188,258
73592538,RP_051017_01_F03,17686,Myo5b,myosin VB,17919,18,coronal,n/a,0.854,503.331,808.737,188,258
74425551,RP_051214_02_G12,81775,Elovl6,"ELOVL family member 6, elongation of long chain fatty acids (yeast)",170439,3,coronal,n/a,0.853,225.842,363.317,188,258
348,RP_Baylor_102729,13169,Dlx1,distal-less homeobox 1,13390,2,coronal,n/a,0.853,234.165,376.851,188,258
72008120,RP_051017_01_B09,12013,Btg3,B cell translocation gene 3,12228,16,coronal,n/a,0.852,344.215,554.410,188,258
72472770,RP_051101_02_D02,12660,Cpeb1,cytoplasmic polyadenylation element binding protein 1,12877,7,coronal,n/a,0.851,523.956,844.897,188,258
74272041,RP_050913_01_C02,36542,Cxcl14,chemokine (C-X-C motif) ligand 14,57266,13,coronal,n/a,0.851,530.067,854.825,188,258
71247631,RP_050331_03_C04,92621,Grm4,"glutamate receptor, metabotropic 4",268934,17,coronal,n/a,0.851,2144.051,3457.927,188,258
75988524,RP_060620_02_D01,21617,Timp2,tissue inhibitor of metalloproteinase 2,21858,11,coronal,n/a,0.851,2701.463,4358.322,188,258
71020392,RP_050725_01_A12,21426,Tdg,thymine DNA glycosylase,21665,10,coronal,n/a,0.851,158.239,545.453,88,258
74988710,RP_060315_04_A09,14588,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",14812,6,coronal,n/a,0.850,3055.945,3269.762,188,171
1768,RP_040526_02_G03,63803,Lphn2,latrophilin 2,99633,3,coronal,n/a,0.850,1591.070,2858.382,169,258
75144618,RP_051206_02_C10,46588,Tspan2,tetraspanin 2,70747,3,coronal,n/a,0.849,934.619,1509.931,188,258
75651139,RP_060518_01_A02,11839,Bcl6,B cell leukemia/lymphoma 6,12053,16,coronal,n/a,0.849,1043.279,1685.806,188,258
72128746,RP_051017_04_C02,49569,Psd,pleckstrin and Sec7 domain containing,73728,19,coronal,n/a,0.849,2571.878,4157.095,188,258
73994668,RP_051214_03_E03,63496,Garnl3,GTPase activating RANGAP domain-like 3,99326,2,coronal,n/a,0.848,3569.330,5316.297,175,221
72129250,RP_051017_03_E10,52737,Ralyl,RALY RNA binding protein-like,76897,3,coronal,n/a,0.847,1367.039,2739.940,152,258
72081553,RP_051017_01_D06,14457,Gnao1,"guanine nucleotide binding protein, alpha O",14681,8,coronal,n/a,0.847,3818.152,6189.748,188,258
